text	label
camión 🚚 choca contra objeto fijo (poste) en la calle 16 con carrera  115,  Se asigna unidad de👮🏻 @TransitoBta. 🚑 y 🚒 @BomberosBogota.	1
Choque simple entre dos buses uno de ellos s y tp a todo el frente del éxito de Villas de granada sentido norte-sur causa gran congestión en toda la zona se necesita tránsito	1
Incidente vial entre dos particulares 🚘 en la Av. Américas con carrera 32, sentido occidente - oriente.Unidad de 👮 TransitoBta asignada.	1
Que Regalito para el MVP una  silverado 2019	0
@AnimalesBOG @clarasandoval @NoticiasRCN @BogotaParticipa @CABLENOTICIAS @CaracolRadio @CanalCapital @rcnradio @Citytv @Suba_ET Muy buena iniciativa , en Envigado hay restaurantes que permiten el ingreso de mascotas. Importante también estructurar el asunto de los accidentes de Animales callejeros y el SOAT (Revisar la iniciativa) https://t.co/hSdhU20smT	0
Cansa que la gente solo se queje del gobierno y sale a l calle a irrespetar señales de tránsito, echar basura en el piso y demás. Joder! Este país se construye todos remando para el mismo sentido. Si al gobierno le va mal, nos va mal a todos.	0
RT @BogotaseMueve: RT @C4b4ll3r0scur0: Buen dia. Como por variar en la calle 159 con 16 accidente. Estaran esperando un muerto para tomar m…	1
@transmisitp  accidente en Av. Boyacá después de la 116, hay una persona fallecida, afectando el tráfico desde la Cl 72	1
¿Por que el capital del narcotrafico no hace parte del PIB de Colombia? Pregunta seria	0
en la avenida Primero de Mayo con carrera 69 en sentido occidente - oriente chocan un taxi y una motocicletaen la avenida de La Esperanza con carrera 68 A en sentido occidente - oriente chocan un vehículo particular y una camioneta	1
Si, apoyo la marcha estudiantil y la educación pública. Y no se deben esconder los ideales por mantener una imagen de mierdita en las redes.Pensar que este país necesita más jóvenes endeudados que educados es algo muy imbécil.	0
8:55 choque particular y taxi con lesionado Avenida nqs calle 80 sur Norte ya atendido	1
Incidente vial entre un particular 🚘 y un bus 🚌 en la calle 100 con carrera 45, sentido oriente - occidente.Unidad de 👮 TransitoBta asignada.	1
@BogotaTransito @TransMilenio ¿Para qué rayos? ¿Es una marcha por la educación o para joder Transmilenio?	0
Nuestros voluntarios atendieron accidente vial en la vereda guayabal del municipio de San Mateo #Boyacá. Un bus de transporte público rueda a un precipicio. Lamentamos el deceso de dos pasajeros y continuamos apoyando con nuestras labores a los heridos. https://t.co/rdZj5szQwz	1
Una persona murió en accidente de Sitp que chocó con una vivienda https://t.co/ewknFT5N2g https://t.co/POm9nRMzOP https://t.co/MNhvZ3xjSY	1
Después del reggaeton de la Policía Nacional y los policías ninja de transmilenio, llega el grupo elite especializado en montar cicla .. https://t.co/GNS6jiFiZ3	0
@SectorMovilidad @Bocarejo_JP @TransMilenio @SeguridadBOG @CanalCapital @Bogota @dhidalgo65 @EnriquePenalosa @idubogota @deespacio @PorLaViaXLaVida 188 días sin peatones muertos? Hace como un mes atropellaron a un idiota en la estación de la 100 por colarse y no quedó muy vivo que digamos y hace 8 días un motociclista murió en la 129 con autopista por accidente... algo está mal en sus estadísticas.	1
Ruta 15 Franja Seca ↔ Marly de Kennedy a Chapinero (con mapas) - subete al #SITP https://t.co/yEtodPvFEH	0
@hectorabadf Pagar más impuestos no garantiza que haya menos muertos por accidentes viales en bogotá	0
RT @Yanelda: 5 muertos nuevamente en esta vía. ¿Cuántos mas para que @IvanDuque  intervenga esta vía? Varios muertos tras nuevo accidente…	0
@BogotaseMueve accidente por la avenida la esperanza diagonal al centro comercial gran estación costado esfera @SectorMovilidad https://t.co/hJw8aynxb5	1
@BogotaTransito @TransitoBta @SectorMovilidad se reporta tráfico lento en la calle 80 desde la carrera 104 hasta el puente de guadua (a causa dd varios incidentes viales). Favor enviar unidades para agilizar la movilidad.	1
RT @WazeTrafficBOG: Accidente en Carrera 80 &gt; Sur #traficobogota. Tráfico 25m más lento de lo habitual. https://t.co/s0JWtInTLf https://t.c…	1
#CityNoticias Sobre horas de la tarde se registró un accidente entre un bus de Transmilenio y un ciclista en la avenida caracas con calle 17 sur. El conductor asegura que el ciclista se le atravesó. El ciclista de 19 años resulto lesionado en varias partes de su cuerpo. https://t.co/wU1gQSdMR2	1
Accidente en Cota-Suba #traficobogota. Tráfico 24m más lento de lo habitual. https://t.co/moHLMdsqt5 https://t.co/hLzdPmOcry	1
Tengo que dejar de fumar tanto 😭	0
@Rabicortica Buenos días...Bendiciones bonita.	0
💥  Incidente vial presenta caída de motociclista ‍🏍  en la Av. Boyacá con calle 117, sentido sur - norte. Unidad de 👮@TransitoBta y 🚑 asignadas.	1
🚧: Se presenta caída de motociclista 🏍️ en la calle 5 con carrera  71, sentido occidente - oriente . Unidades de  tránsito @TransitoBta 👮 en el punto.	1
💥 particular 🚘 choca contra objeto fijo (Poste) en la calle 26 con Av. Cali, sentido occidente - oriente. Se asigna unidad de👮🏻 @TransitoBta. 🚑 y 🚒 @BomberosBogota.	1
Accidente en Autopista Sur &gt; Oriente #traficobogota. Tráfico 21m más lento de lo habitual. https://t.co/moHLMdsqt5 https://t.co/jnjDuru3AG	1
RT @WazeTrafficBOG: Accidente en Calle 72 #traficobogota. Tráfico moviéndose 25m más lento de lo normal. https://t.co/Ugmq87zxN1 https://t.…	1
Avenida carrera séptima en el Oriente de Bogotá está presentando congestión desde la calle 85 hasta la calle 78 sentido norte sur	0
@Fernando082074 @TOHIBER @JuanManSantos La culpa no fue ni de el, este problema viene después de la muerte de Pablo Escobar y sus dirigentes samper, pastrana, Uribe al cuadrado y hasta de santos en su primer periodo pero él solo cambio de más de 100000 heridos hasta el 2015 a 1 es un cambio sin contar con los muertos.	0
Se ve rico este arroz mixto en kongbog #asiatuboca @ Bogotá, Colombia https://t.co/eWVlFvw8Ha	0
⚠ Se presenta bus varado en la Av Boyaca con calle 12 C, sentido norte - sur.Se gestiona unidad de 👮 @TransitoBta y asisten	0
💥  Incidente vial entre particular  🚘 y furgón 🚛 en la Autonorte con calle 195, sentido sur - norte.Unidad de 👮 @TransitoBta asignada.	1
@gallegomauricio @jnietoblanco @TransMilenio 400  uy estamos muy muy mal y venga se sabe por que no se podía pedir en su totalidad  sean electricos y por que no lo  HIZO  @gallegomauricio  TENAZ QUE SO PASE NO JAJAJA	0
#LaSeñalDeLaMañana 28 personas resultaron heridas tras un accidente en el teleférico que conduce al cerro de Monserrate en Bogotá, al parecer, por fallas en el sistema de frenos.	0
💥  Incidente vial entre 2 motociclistas 🏍 en la carrera  30 con calle 26, sentido sur  - norte.Unidad de 👮 TransitoBta asignada.	1
"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""@DrRaulRios @Estudie_vago Si la acabe de ver solo que el man por lo que dice atropello a una señora pero en la ultima historia que subio dice """"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""no me paso nada"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""" osea que paso con la señora?  igual queda la duda."""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""	0
RT @pulzo: #ATENCIÓN 5 lesionados, deja accidente entre bus de Transmilenio y ambulancia en Autopista Sur https://t.co/CIAf4Ta4Ck https://t…	1
Incidente vial implicado tres  motociclistas ‍🏍  en la calle 50A sur con carrera  5. Unidad de 👮TransitoBta y 🚑 asignadas.	1
19:45  De acuerdo al sistema de alerta de Bogotá @IDIGER, se reportan lluvias en las siguientes localidades de la ciudad:SubaEngativaUsaquénBarrios UnidosRecuerda  conducir con precaución.https://t.co/5t0x2aJgpW https://t.co/pPNYpA4Hb9	0
Incidente vial entre  dos particulares 🚙 y un motociclista 🏍️ en la carrera  28 con calle 63 d, sentido sur - norte.Unidad de 👮 @TransitoBta asignada.	1
📢#Atención: Los manifestantes transitan por la Autonorte, sentido sur norte, entre Calle 85 y Calle 100. No hay paso para particulares ni @TransMilenio sentido sur norte en este tramo. https://t.co/KrwKRPCe0m	0
💥  Incidente vial entre taxi 🚖 y bus 🚌 en la Av Cali con calle 13, sentido N-SUnidad de 👮 TransitoBta asignada.	1
Incidente vial entre dos particulares 🚘🚙‍ en la Av Américas con carrera 39, sentido oriente-occidente.Unidad de 👮 @TransitoBta asignada.	1
@santimejiiaa @ffreydell42 Tengo dos niñas de 10/13 años que tuvieron que esperar 3 horas afuera del apto porque yo quede atrapada en las marchas y no llegue a tiempo como todos los días y como yo muchas mamás tenemos que ser más conscientes	0
Se presenta choque simple en el puente vehicular de la Av Cali con 13 n-s, congestión en la zona, se solicita apoyo de tránsito	1
Incidente vial entre 2 particulares 🚘‍ en la NQS con calle 72, sentido sur - norte.Unidad de 👮 TransitoBta asignada.	1
@wvergarap @ALFTORO @F3P_ Primero los judería después me diera risa.	0
Choque simple entre  Bus  y camioneta   ‍en la Avenida suba con calle 85 , sentido occidente - oriente.Se gestiona tránsito.	1
Si me preguntan mi clima favorito de Colombia, Armenia es la respuesta.	0
Incidente vial entre bus 🚌 y vehículo particular 🚗, en la Av. Boyacá con calle 49 sentido norte-sur.Unidad de 👮 TransitoBta asignada.	1
en la Calle 13 se está presentando un choque en el sentido occidente oriente a la altura de la carrera 69 desde la avenida  Ciudad de Cali Hasta la 69	1
Es hora que los alcaldes colaboren y autoricen las marchas solamente para los sábados y no que se vulnere la productividad de Colombia https://t.co/oFFJhVnqqr	0
@ELTIEMPO Que lumbreras,para cada uno de sus colaboradores,mansion con vista al cerro,Y LA FAMOSA AUTOPISTA AL NORTE,que de autopista no tiene nada,mas bien camino de herradura,no le meten un HPTA peso,pero para urbanizar reservas forestales HPTA en el mundo esto es un atropello.ratas rata	0
Incidente vial entre camioneta  🚙 y un bus  🚌‍ en la Américas con carrera 65, sentido oriente - occidente.Unidad de 👮 @TransitoBta asignada	1
Y Peñalosa pinto el bosque y se perdió! La ciudad un caos total en movilidad! Transmilenio colapsado Est. Cl 22 y Jiménez	0
Depronto el otro año me hira mejor.	0
Once muertos por accidentes de tránsito durante este puente festivohttps://t.co/HbfkFWK0ET	0
Pequeñas pwro geandes cosas a la vez, alegran la vida. 👊✊😍😍😍 #DeanAmbrose https://t.co/iFvWcnCli8	0
🔴 EN DIRECTO @UNANALISIS: eliminación de narcotráfico y secuestro como delitos conexos📻 98.5 MHz FM Bogotá📻 100.4 MHz FM Medellín📻 96.3 MHz FM Manizales🌏 https://t.co/TIVEcXjo2c@985unradio @unradiomedellin @CaldasFm963 @derechounal @humanasunal @MinjusticiaCo #unal	0
Incidente vial entre bus 🚌‍ y ciclista 🚴 en la carrera 17 con calle 72, sentido norte-surUnidad de 👮 @TransitoBta  y 🚑 asignadas.	1
Incidente vial entre bus 🚍 y un ciclista‍ 🚴🏽 en la calle 140 con carrera 12, sentido occidente - oriente. Unidad de 👮@TransitoBta y 🚑 asignadas.	1
@WRadioColombia HICIERON DE LA JUSTICIA UNA CARNICERÍA https://t.co/v7X9kj7FYo	0
Incidente vial caída de motociclista 🏍  en la Av Boyacá con calle 61 sur.Unidad de 👮@TransitoBta y 🚑 asignadas.	1
@myrdur @HOLLMANMORRIS @TransMilenio @petrogustavo No señora tengo muy buenos amigos pero no le creo a ese concejal	0
Incidente vial caída de motociclista 🏍️ en la carrera 7 con calle 177, sentido sur - norte. Unidad de 👮TransitoBta y 🚑 asignadas	1
Y eres toda mi verdad 🎶❤️	0
@TransitoBta @TransitoPolicia @SectorMovilidad Colapsada salida del centro comercial centro mayor, por vehículos mal estacionados, se requiere tránsito	0
@TransMilenio Para llegar a corferias y quedar trancados otra vez hptaaaasds porque no avisan al momento de ingresar a la estación	0
Incidente vial implicado un motociclista ‍🏍  en la carrera 30 con calle 2. Unidad de 👮TransitoBta y 🚑 asignadas.	1
🚧: Se presenta caída de árbol 🌳 en la Calle 53 con carrera  71, sentido ori - occ. Unidades de 🚒 @BomberosBogota y tránsito @TransitoBta 👮 en el punto.	0
RT @WRadioColombia: Durante el puente festivo se registraron 38 muertos en accidentes de tránsito https://t.co/suGr3gOPx3 https://t.co/6vR4…	0
Accidente en Paralela AP Norte &gt; Norte #traficobogota. Tráfico 24m más lento de lo habitual. https://t.co/hHvJPheJX9 https://t.co/0kwImSc62p	1
Un motocliclista, en aparente estado de embriaguez, falleció luego de perder el control de su vehículo y caer al vacío en el puente de la avenida primero de mayo con avenida Boyacá. #CityNoticiasFDS	1
Incidente vial caída de motociclista 🏍‍ en la Av. Boyaca con calle 13, sentido norte - sur.Unidad de 👮 @TransitoBta asignada.	1
Incidente vial entre taxi 🚕 y servicio especial 🚗, en la Carrera 78 h con calle 6, sentido oc-or.Unidad de 👮 TransitoBta asignada.	1
Así cayó 'Calabazo', el presunto asaltante que asesinó a los escoltas del carro de valores. Vía @elpaiscali #Cali #CaliCo https://t.co/ezTwXpSu3c	0
RT @NoticiasRCN: #AEstaHora Reportan accidente entre bus escolar y camión en la vía Sesquilé – Chocontá, sentido Boyacá – Bogotá. Gran tran…	1
Necesito uno de estos contratos :v	0
@Paux_R Así son, asquerosos! Además hay unos que son tan poca cosa que además de morbosos, ofenden.	0
#ATENCIÓN Por fuerte accidente de tránsito en el que se vio involucrado un tractocamión y un bus de transporte intermunicipal, está cerrada la vía Bogotá - Villeta a la altura del kilómetro 34. Preliminarmente se reportan seis personas heridas. https://t.co/6oVHQrJXZl	1
Qué sociedad inviable la que tenemos. Toca plantarse en medio de la calle para que un hijueputa conductor del #SITP lo recoja a uno. Ojalá nos acabemos como humanidad, qué plaga asquerosa somos.	0
Incidente vial caída de motociclista ‍🏍  en la carrera 30 con calle 66, sentido sur - norte. Unidad de 👮@TransitoBta y 🚑 asignadas.	1
A esta hora en la carrera 3 con calle 50 se presenta un choque entre dos vehículos particulares; donde por fortuna no resulta ninguna persona herida. Unidades  nuestras en el lugar… https://t.co/4CoQM6T4nD	1
avenida nqs está presentando congestión desde el estadio el campín hacia el norte hasta la calle 92	0
@BogotaTransito buenos días, necesitamos su ayuda en la carrera 7 con calle 163, choque de sitp con taxi.	1
🎙 #MaríaVeronicaNietoEnLaFM , Presidenta de la Liga de Baloncesto del municipio del Darién habla sobre: Una delegación del equipo de baloncesto del municipio del Darién sufrió grave accidente en un bus cuando viajaban a un campeonato en Yotoco.  https://t.co/ZE5S7mwqkK #	0
Jajajajaja flojos los infiltrados de las esta ola de marchas. Disimulen un poquito. https://t.co/NIdeEeQFAh	0
en la carrera 10 con calle 22 sur hacia el norte dos vehiculos colisionaron	1
Vengo a decirles que estrecharle la mano o entregarle flores a los hijísimos de puta del ESMAD no sirve para un orto, es más, creo que en su infinita ignorancia eso los 'ensalsa' más cuando reciben la instrucción de ir al choque. #Putos	0
Accidente en Calle 13 &gt; Oriente #traficobogota. Tráfico 22m más lento de lo habitual. https://t.co/moHLMdsqt5 https://t.co/2cgyAvDPT0	1
@AylinZamir A Aylin me lo tienen es que RESPETAAAAAAAAAAAA!!! FELICITACIONES Brother, Dios te bendiga y te envío un fuerte abrazo!!	0
Incidente vial entre  motociclista 🏍 y peatón 🚶‍‍ en la calle 139 con carrera 102, sentido oriente-occidente.Unidad de 👮 @TransitoBta y 🚑 asignadas.	1
Despedida 2018 #somostelefonica #whitepartytelefonica #feliz2018  #movistar #movistararena @ Movistar Arena Colombia https://t.co/XzAubXHDVn	0
#Caquetá #Florencia - Caquetá Una persona muerta y ocho heridos dejó accidente entre cuatro vehículos en la vía que https://t.co/6caBzNQoot	1
@Bogota @EnriquePenalosa @TransMilenio Un avance enorme para mi bolsillo, perdón para la ciudad por que eso de seguir echándole disel al ya deplorable aire de Bogotá, si que ha pagado.	0
Particular 🚘choca contra objeto fijo (Separador) en la calle 153 con carrera 23, sentido oriente - occidente. Se asigna unidad de👮🏻 @TransitoBta.	1
RT @bomberosipiales: #Video https://t.co/S2m0O4ZD6l Un nuevo accidente de tránsito se presentó en la vía que de Ipiales conduce al aeropuer…	1
💥  Incidente vial entre un peatón 🚶🏽 ‍y un motociclista ‍🏍  en la calle 75 con carrera  96, sentido occidente - oriente. Unidad de 👮TransitoBta y 🚑 asignadas.	1
Multitudinaria marcha por la Educación Pública en Colombia #marchaporlaeducacion #Colombia #marchaporlaeducacionpublica #laesperenzaeslaeducación #educacionpublica en Bogotá, Colombia https://t.co/xihQKe6bQO	0
Incidente vial entre  particular 🚙 y taxi 🚖‍ en la calle 26  con carrera 5, sentido occidente-oriente.Unidad de 👮 @TransitoBta asignada	1
S‍e presenta caída de motociclista 🏍  en la carrera 86 con calle 5, sentido sur - norte. Unidad de 👮@TransitoBta y 🚑 asignadas.	1
RT @ActualidadRT: La novia de un joven atropellado en Australia se suicida horas después del fatal accidente https://t.co/cUIeyrdPaE https:…	0
Un muerto y 4 heridos deja accidente de tránsito en la calle 26, en #Bogotá. El conductor de una camioneta atropelló a varias personas sobre el andén. El vehículo terminó chocando contra el semáforo #MañanasBLU #ColombiaEstáAlAire https://t.co/WGzjCQI0cg	1
¿Y hoy qué marchas y ciclo vía nocturna hay para que no pasen los buses? @TransMilenio	0
@Citytv @ucentralbogota En mi concepto, no se puede culpar a una sola parte de los actores que influyen en el tránsito de la ciudad, en realidad el problema es de cultura y falta de civismo al momento de compartir las vías!	0
⚠ Se presenta vehículo particular 🚘 varado en la calle 80 con carrera 116, sentido Or-OccSe gestiona unidad de 👮 @TransitoBta y asistencia.	0
@ArcilaVito @LarryCr80414213 @DMezaPretelt @petrogustavo El personaje fue acusado de ser elegido con dineros del narcotráfico, pero al gozar de inmunidad diplomática, fue lo que lo salvó.	0
💥  Incidente vial entre  tres vehículos  particulares  🚘🚗 en la Autonorte con calle 93, sentido  norte - sur.Unidad de 👮 TransitoBta asignad	1
@eddi_endo @TransMilenio @sitpbogota @CanalCapital @EnriquePenalosa @Bogota @SectorMovilidad @BogotaTransito @idubogota @SeguridadBOG @JGarciaG1 @integracionbta Personas que con sus actos no afectan a los demás, y si deben luchar por sus derechos lo hacen en forma civilizada.	0
#QuieroCertificarAnteNotarioQue Duque no es Iván, es Álvaro.	0
Accidente de tránsito en la vía de Hato Corozal y Tame, Arauca, deja 9 soldados heridoshttps://t.co/694iwtHyy4	1
RT @PrensaLaNacion: #Judicial  El exceso de velocidad y la realización de maniobras peligrosas habrían sido la causa del accidente en el qu…	0
#TMahora (7:20 a.m.) Si te movilizas por la Troncal 80, te informamos que a la altura de la estación Av. Cali se presenta accidente vehicular sentido occ/or que invade el carril exclusivo.	1
RT @ElRegionall: Paso restringido en la vía #SanGil- #Bucaramanga par accidente entre dos tractocamiones en el sector #Pescadero antes del…	1
Incidente vial entre  particular 🚘 y motociclista 🏍 en la calle 90 con carrera 19, sentido oriente-occidente.Unidad de 👮 @TransitoBta asignada.	1
@ALS8810 @IvanMarinSoyYo Ahh!!! Pero viene siendo lo mismo, no?	0
Parce muy áspero menos mal y está bien.	0
Incidente vial entre particular 🚘 y bus 🚌 en la calle 80 con carrera 71, sentido oriente-occidente.Unidad de 👮 @TransitoBta asignada.	1
RT @NoticiasRCN: Aumenta a nueve los muertos por accidente de bus en vía Buga - Yotoco, Valle del Cauca https://t.co/ydmiTCHSOG https://t.c…	1
@SectorMovilidad buenos días srs de movilidad la calle 80 está totalmente trancada desde las 4:20 am de oriente a occidente por una estrellada de unas mulas antes del puente de Guadua q pasa q ustedes no llegan a ayudar con el tráfico y descongestionar los cruces? Donde estan???	1
Incidente vial entre particular 🚘 y motociclista 🏍‍ en la calle 174 con carrera 55, sentido oriente-occidente.Unidad de 👮 @TransitoBta asignada	1
@NoticiasCaracol y el narcotráfico y cultivos crece, y crece y crece	0
Particular 🚘 choca contra anden en la calle 76 con carrera  16, sentido oriente - occidente . Se asigna unidad de👮🏻 @TransitoBta. 🚑 y 🚒 @BomberosBogota.	1
🌧⛈ De acuerdo al sistema de alerta de Bogotá @IDIGER, se reportan lluvias en las siguientes localidades de la ciudad:SubaEngativaFontibónBarrios Unidos Transite con precaución.(https://t.co/DL3G4z6ehI) https://t.co/pmlLc13zad	0
Incidente vial entre cuatro vehículos particulares 🚘  en la Calle 19 con nqs, sentido oriente - occidente.Unidad de 👮 @TransitoBta asignada.	1
Tengo miedo de este día.	0
Incidente vial caída de motociclista 🏍  en la calle Av cali con  carrera 49 sur , sentido norte -sur. Unidad de 👮@TransitoBta y 🚑 asignadas	1
A la hora se presenta accidente entre un tracto camión y una buseta con persona atrapada, en el sector El Cerrito sentido Mosquera-Bogotá. En el sitio Policía de Tránsito y unidades de la Concesión. Trabajamos para despejar lo más pronto posible la vía.	1
💥  Incidente vial entre  particular 🚘 y tractocamión 🚛 en la Av Boyacá  con calle 25, sentido sur-norteUnidad de 👮 TransitoBta asignada.	1
Incidente vial entre bus 🚌 y taxi 🚕, en la calle 183 con autonorte.Unidad de 👮@TransitoBta asignada.	1
Incidente vial caída de ciclista ‍🚴‍ en la  calle 119 con carrera 4.Unidad de 👮 @TransitoBta asignada.	1
RT @marial_lina: Muy grave accidente en 127 con Boyacá. https://t.co/pA5gfqFog3	1
Informar accidente con lesionados Avenida boyacá sentido norte sur frente al portal tunal se necesita ambulancia	1
Incidente vial caída de motociclista 🏍‍ en la Carrera  9 con calle 138, sentido sur- norte.Unidad de 👮 @TransitoBta asignada.	1
@transmisitp #ReporteTS accidente de cables en la vía Cra 9 con 82	1
Incidente vial por caída de motociclista ‍🏍  en la Av. Boyacá con Av. Américas, sentido sur - norte. Unidad de 👮@TransitoBta y 🚑 asignadas.	1
📢#Atención: estudiantes de la @udistrital sede Vivero y Macarena se alistan para iniciar recorrido por la Av. Circunvalar con calle 18 y calle 32, respectivamente.	0
Incidente vial entre particulares 🚘🚙 en la calle 80 con carrera 68, sentido oriente-occidente.Unidad de 👮 @TransitoBta asignada	1
Accidente de bus intermunicipal en el suroccidente de #Cali deja un saldo de nueve heridos https://t.co/6hVxqShL8y	1
💥  Incidente vial entre 🚘 particulares en la Av NQS con calle 40, sentido N-SUnidad de 👮 TransitoBta asignada.	1
RT @TraficoCPanama: Se registra accidente de tránsito en la Vía Transístmca, a la altura de Quebrada Ancha, en la provincia de Colón, dos a…	1
Incidente vial entre moto  🏍 y un ciclista  ‍🚴‍ en la carrera  81 B con calle 16, .Unidad de 👮 TransitoBta  🚑en el punto.	1
Aunque lo nieguen todos están pendientes del partido de Junior y Medellín, es irónico pero hasta para criticar tienen que verlo. 🤭😅	0
El video que revela el fatídico accidente, en el que un vehículo arrolló a un grupo de 5 personas en la calle 26. En el hecho, falleció un sacerdote de 80 años. Vía @Citytv https://t.co/okTX8xgTVJ	1
📢#Atención al siguiente reporte: ✔️Estudiantes avanzan por la calle 13 con carrera 27 en dirección hacia el occidente, con bloqueos intermitentes a exclusiva de @TransMilenio.✔️Bicitaxistas continúan por la Av. NQS con calle 6 hacia el norte. https://t.co/n3LUzDnMjK	0
"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""@khwarzim @AlfonsoRojoPD La ley que hay que cumplir es la de que toda persona tiene el derecho humano a la libertad de transito, vox quiere que españa sea blanca y cristiana, no suavices su mensaje porque tu no seas tan racista como ellos... Hablan de """"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""invasión"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""" sobre todos los que no son como ellos..."""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""	0
Apártate de Paralela AP Norte &gt; Norte hoy #traficobogota. El tráfico es 23m más lento de lo normal https://t.co/eH8AKPY4Vq	0
Hay tanquetas en la 80 con 30 y en la 100. La última vez q vi tanquetas en una marcha fue en el 2013 en el marco del paro agrario, fue terrible. Esperemos q como estudiantado se pongan la 10 en evitar confrontaciones, pero con ese panorama, lo veo complejo #ManifestacionPacifica	0
RT @rcnradio: Un muerto y 20 heridos en accidente de bus colombiano en Ecuador https://t.co/fXWh2fhG0S	1
@_dary11 Cule killer jajajjajaja	0
📢#Atención: se presenta manifestación de estudiantes de la @comunidadUPN en la calle 72 con carrera 11, sentido oriente - occidente, bloqueando la vía. Gestores de convivencia y grupo GUIA en el sitio. https://t.co/i2OMGhJWTT	0
Incidente vial entre dos particulares 🚘 en la Av. Boyacá con calle 44 sur, sentido sur - norte.Unidad de 👮 TransitoBta asignada.	1
@laxmasmusica Buenos días yoooo desde Bogotá Colombia 🇨🇴 un gran abrazo 🤗	0
💥  Incidente vial presenta caída de motociclista ‍🏍  en la Av. Circunvalar con calle 60, sentido sur - norte. Unidad de 👮@TransitoBta y 🚑 asignadas.	1
Rt En la AC80 con carrera 119 sentido Oriente occidente accidente de tránsito camión vs motero , se requiere ambulancia y transito, paso reducido. @BogotaTransito	1
💥 bus 🚌 choca contra valla en la carrera  68 con calle 19, sentido norte - sur. Se asigna unidad de👮🏻 @TransitoBta. 🚑 y 🚒 @BomberosBogota.	1
#NoticiasUno| #Video| El aparatoso accidente en Gran Premio de Macao de F3, piloto deberá ser operada https://t.co/iiDdrTNdLx https://t.co/XNkGUWDHxT	0
@NoticiasCaracol Impresionante video de niña de 12 años que es atropellada por taxista en Bogotá. Lo peor es que, tras causar el accidente, el conductor huyó y no auxilió a la víctima https://t.co/lRLnxLJitl	1
Cr 15 congestión por obras en la cll 90 cerrado un carril	0
Por lo menos 15 heridos dejó accidente en la vía Bogotá - Villeta https://t.co/MacthJah2f vía @caracolradio	1
💥  Incidente vial entre particular 🚘 y ciclista 🚴🏽‍en la Av Américas con carrera  73, sentido occidente -oriente.Unidad de 👮 TransitoBta asignada.	1
RT @DonFutboI: Leicester le dio el último adiós a Vichai, su presidente que murió en el accidente aéreo. Que momento tan duro, el fútbol ja…	0
RT @WazeTrafficBOG: Accidente en Autopista Sur &gt; Occidente #traficobogota. Tráfico 26m más lento de lo habitual. https://t.co/moHLMdsqt5 ht…	1
avenida carrera 7a trancada desde el sector del seminario mayor calle 94 hasta la calle 72	0
Incidente vial entre particular 🚘 y motocicleta 🏍‍ en la calle 63 con carrera 3, sentido oriente - occidente.Unidad de 👮 @TransitoBta asignada.	1
Incidente vial  presenta caída de un motociclista 🏍‍ en la calle 127 con carrera 46, sentido occidente - orienteUnidad de 👮 @TransitoBta asignada.	1
⚠ Se presenta vehículo particular 🚗 varado en la Av. Boyaca con  calle 10, sentido sur - norte.Se gestiona unidad de 👮 @TransitoBta y asistencia.	0
Mueren 20 personas en accidente de tránsito en Nueva Yorkhttps://t.co/TOew8uvpJc #MePasoALaFM	1
Accidente de particular con volqueta en la Av ciudad de Cali en el semáforo de la calle 68 sentido norte sur. @SectorMovilidad @WazeTrafficBOG @BogotaTransito	1
