text	label
La pacha se los agradecera con la fuerza de la naturaleza	0
💥  Incidente vial entre particulares  🚘 en la Av. Américas con Av. NQS.Unidad de 👮 TransitoBta asignada.	1
⚠ Se presenta volcamiento de vehículo en la calle 105a Sur con la carrera 7 Este. Se gestiona unidad de  @TransitoBta y 🚑 .	1
Que puta malo ese adre gomez ni recupera ni tapa balon	0
📢#Atención: estudiantes de la @UNColombia inician a esta hora manifestación por toda la carrera 30 con calle 45 hacia el sur. De acuerdo al recorrido pactado, tomarán la Av. NQS hasta la calle 19, donde irán hasta la Cra. 27 para continuar hacia el sur por esta vía. https://t.co/ZAKShJxj3f	0
Incidente vial s‍e presenta caída de motocicleta 🏍 en la Av. Caracas  con calle 40 Sur, sentido norte - sur. Unidad de 👮@TransitoBta y 🚑 asignadas.	1
Cada vez que sucede un accidente aéreo pienso en mi hermano 👨🏻‍✈️. Dios me lo proteja siempre.	0
En la @SubRedSur #SalvanVidasEsta es la historia de Jackson Chacón, hombre de 37 años a quien  médicos de la @USSMeissen le salvaron la vida luego de un accidente con una pulidora en su cara. https://t.co/vPX1I2jVRd	0
Informan Avenida suba antes de la estación 21 Ángeles de oriente a occidente debajo del puente de un choque de dos particulares creando trancón se necesita tránsito	1
Conozca los detalles sobre la operación 'Penumbra', a través de la cual, 144 personas, dedicadas al microtráfico, la extorsión y la trata de personas, fueron capturadas. #CityNoticiasMD https://t.co/reGanAGKlp	0
@ALVAROHPRADA si que estos asesinos NARCOTERRORISTAS FARIANOS le digan a todos los Colombianos en donde tienen toda la plata producto de las extorsiones, del tráfico de cocaína, del despojo de tierras y de las inversiones en el extranjeroNo + BURLAS,	0
Muchos descansan... Yo trabajo 🙊📸 #Felicidad #FelizSábado	0
@BogotaTransito @SectorMovilidad @TransitoBta Por señor motociclista no más accidentes.	0
Liam Neeson es mucho actor.	0
Te quiero conmigo o sin mi, pero te quiero 🎶👌🏻	0
Incidente vial se presenta caída de motocicleta ‍  en la Av. Boyaca con calle 116, sentido sur - norte.	1
Accidente en Autopista Sur &gt; Oriente #traficobogota. Tráfico 37m más lento de lo habitual. https://t.co/moHLMdsqt5 https://t.co/S43paPhGPE	1
@ccubaque así estábamos hace dos días.	0
@BogotaTransito Estrellada av 68 con calle 17 . Flota gacela con camioneta . Dejo bloqueado todo el carril izquierdo de sur a norte . Monumental tranco. Y no Hay Policía de tránsito	1
⚠ Se presenta particular varado en la carrera 7 con  calle 106, sentido norte - sur.Se gestiona unidad de 👮 @TransitoBta y asistencia.	0
Definitivamente @Bogota no tiene solución, el trafico es tan pesado que siento ser me va parte de mi vida en un bus de transporte público, lo peor llegar a la casa cansado por el viajecito, conclusión, por vivir acá, pago con tiempo y desgaste físico.	0
⚠ Se presenta volqueta varada en la carrera  7 con  calle 91, sentido norte - sur.Se gestiona unidad de 👮 @TransitoBta y asistencia.	0
@BogotaTransito incidente vial en la Av suba con cra 84. Choque de automotor con moto https://t.co/c0jPGPDw4F	1
Incidente vial entre particular 🚘 y motociclista  🏍‍ en la calle 80 con carrera 68, sentido oriente-occidente.Unidad de 👮 TransitoBta asignada	1
Como así que vienen los twenty one pilots 😱😱😱😱😍😍😍😍 yisusssss	0
💥  Incidente vial implicado un motociclista ‍🏍  en la Autonorte con calle 137, sentido sur - norte. Unidad de 👮@TransitoBta y 🚑 asignadas.	1
Hace bien la administración de Bogotá en concentrarse en el crimen organizado, en las organizaciones que explotan rentas ligadas a la trata de personas y el tráfico de drogas. Así se logra reducir la violencia. https://t.co/or4wOi850b	0
En fotos: Homenaje a los fallecidos en el accidente del helicóptero del dueño del Leicesterhttps://t.co/xVvExpOSEr https://t.co/2FQkM0Z7ur	0
@CHICACERETE accidente de tránsito en la troncal de chinu un fallecido.	1
💥  Incidente vial entre un particular 🚘 y un taxi 🚖 en la carrera 33 con calle 44 sur, sentido norte- sur.Unidad de 👮 TransitoBta asignada.	1
En acción la Policía Ambiental y Ecológica #GupaeMeBog hace registro a buses de la terminal, para combatir el tráfico de fauna silvestre. #LibresYEnCasa 🐆🐍🐒🐅🐸 https://t.co/BNEmKWFO2A	0
⚠ Se presenta furgón 🚚 varado en la calle 26 con carrera 52, sentido Or-OccSe gestiona unidad de 👮 @TransitoBta y asistencia.	0
Incidente vial, caída de motociclista 🏍‍ en la Av Caracas con calle 18, sentido norte-sur.Unidad de 👮 @TransitoBta asignada.	1
⚠ Se presenta camión varado en la Av Cali con  carrera 91, sentido sur - norte.Se gestiona unidad de 👮 @TransitoBta y asistencia.	0
#AtenciónUna persona falleció hace pocos minutos en accidente tránsito sobre la avenida a CATAMA. Como Elkin  Steven  Rueda de 18 años de edad  fue  identificado el joven. https://t.co/LyJtb6bVGq	1
Rt Incidente de tránsito simple en la NQS * 63, se solicita Transito  @BogotaTransito	1
💥  Incidente vial se presenta caída de motocicleta ‍🏍  en la carrera 11 con calle 82, sentido norte - sur. Unidad de 👮@TransitoBta y 🚑 asignadas.	1
@SectorMovilidad Accidente de tránsito en la calle 64 con 1 hace unos 40 minutos... llegaron 3 ambulancias y ahora esta colapsada la entrada a los edificios de la zona ¿hay detalles? https://t.co/kOZJx2632R	1
💥  Incidente vial entre particular 🚘 y ciclista ‍🚴🏽  en la calle 33 sur con carrera  77A. Unidad de 👮TransitoBta y 🚑 asignadas.	1
Ya aprendí a no matarme la cabeza jaja🤔🤷‍♀️	0
#TopBLU Tres muertos y dos heridos deja accidente de tránsito en Córdoba https://t.co/DbyoDDPVpN #VocesySonidos	0
📢#Atención: En este momento se habilita el paso en ambos sentidos en la Carrera 7.La marcha que avanzaba por la NQS se toma la Calle 80 al oriente hacia Héroes. Sin paso para particulares en la Calle 80 al oriente desde la NQS hasta Av. Caracas.	0
⚠ Se presenta vehículo particular varado en la Transversal 85 con calle 63, sentido norte -sur.Se gestiona unidad de 👮 @TransitoBta y asistencia.	0
Incidente vial entre 2 particulares 🚘‍ en la calle 22 con carrera  22.Unidad de 👮 TransitoBta asignada.	1
Los agricultores tampoco! La plata quedó en manos de financiadores y amigos de @AlvaroUribeVel #LaHoraDeLaVerdad	0
Incidente vial entre taxi  🚖 y bus 🚍‍ en la calle  127 con carrera 21, sentido oriente - occidente.Unidad de 👮 @TransitoBta asignada.	1
CL 13 X AV CALI OR-OCC: Se presenta incidente vial entre dos motos	1
💥  Incidente vial entre un particular 🚘 y un taxi 🚖 en la calle 100 con carrera 11A, sentido occidente - oriente.Unidad de 👮 @TransitoBta asignada.	1
la avenida Las Américas hacia el Oriente completamente trancada también desde la Glorieta de banderas pasa la avenida boyacá pasa la avenida 68 hasta los outlets de las Américas	0
Choque simple entre  camión  y vehículo particular , en la Av. Cali con calle 13 d, sentido sur-norte.	1
Incidente vial entre moto 🏍️ y ciclista 🚴‍♂️ en la calle 63  con carrera 68, sentido occ - ori.Unidad de 👮TransitoBta y 🚑 asignadas.	1
⚠ Se presenta volcamiento de vehículo en la calle 26 con la carrera 51, sentido occidente - oriente. Se gestiona unidad de 👮 @TransitoBta y asistencia. https://t.co/yi24DhnhV2	1
Así es el transmilenio aquí... https://t.co/XGQTOQFmfP	0
Incidente vial entre 2 particulares 🚘‍ en la carrera 68 con calle 72, sentido norte - sur.Unidad de 👮 @TransitoBta asignada.	1
Es simplemente aterrador observar como un partido de futbol se volvió una batalla campal a las afueras del estadio. Se deberia clausurar la final River Boca y jugar la final con los equipos brasileños. Seria una sanción pertinente frente a tanto incidente.	0
Accidente en Av. Ciudad de Villavicencio &gt;Occidente #traficobogota. Tráfico 22m más lento de lo habitual. https://t.co/LFGOGuHSUq https://t.co/VNSqE0h11E	1
Tengo entendido hubo un accidente hacia el portal norte, no dan paso @transmisitp #ReporteTS	1
Incidente vial entre particular 🚗 y motocicleta 🏍️  en la carrera 106 con calle 72.Unidad de 👮 @TransitoBta  y  🚑 asignadas.	1
Incidente vial entre particular 🚘 y motociclista 🏍‍ en la carrera  7 con calle 106, sentido norte - sur.Unidad de 👮 @TransitoBta asignada.	1
Debido a movilización de estudiantes de la Universidad Cundinamarca, #AEstaHora se tiene afectación de un carril en la calle 13 con carrera 90, sentido occidente - oriente. Gestores de convivencia hacen acompañamiento. https://t.co/ZBS5xds887	0
🌧⛈ de acuerdo al sistema de alerta de Bogotá @IDIGER, se reportan lluvias en las siguientes localidades de la ciudad: SubaFontibónEngativá Transite con precaución.	0
Entiendan que ser fiel no es cuestión de culo, es cuestión de alma.	0
@CBVSabaneta (Antioquia) atendió accidente de tránsito en la Carrera 48 con calle 65 sur, colisión de un vehículo contra una portería, dejando lesionado al conductor quien fue trasladado al centro asistencial. Atendieron 3 unidades, 1 máquina extintora y 1 ambulancia. https://t.co/RlmJUapfst	1
Estudie mi pregrado y ahora estoy terminando mi postgrado en u publica, por esto sé lo valiosas que son estas instituciones para el pais en todos sus aspectos. Todos los colombianos  tenemos la obligación moral de apoyar y defender este derecho constitucional!  #upublicadecalidad	0
Incidente vial entre particular  🚘, bus 🚍 y motociclista 🏍‍ en la Av. Cali con calle 22, sentido norte - sur.Unidad de 👮 @TransitoBta asignada.	1
Esta es la lista de heridos del accidente de la vía Bogotá- VilletaEl hecho ocurrió a las 7:10 de la mañana en el kilómetro 35. https://t.co/mTvbboQlXa	1
"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""Nueva serie: Mamerta(o), viendo la estigmatización que hemos sufridos los que estudiamos y los que estudian o trabajan en Universidades Públicas quedé con la idea de una serie respecto a """"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""palabras sucias"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""" que vale la pena recuperar y empoderarlas. https://t.co/rzJBd4HQnO"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""	0
accidente vehicular en la troncal de la calle 80 un articulado arrolló a un peatón en la  Av  68 Calle 80, la Persona está consciente y es atendida en una ambulancia por paramédicos	1
Colision entre particular y taxi en la carrera  68 con calle 3, sentido norte - sur.	1
Educar para el humanismo solidario #humanismosolidario  #somosescuelacatolicadeamerica @SEC_SanJuan @CIEC_Educacion https://t.co/7AClNUwZzK	0
Incidente vial entre dos particulares  🚘 en la calle 13  con calle 70, Unidad de 👮 @TransitoBta asignada.	1
📢#Atención: manifestación estudiantil comienza a llegar a la Plaza de Bolívar por la carrera 7 y se habilitan vías afectadas. https://t.co/V3HVv6eZOP	0
Particular 🚘 choca contra  vivienda 🏠 en la calle 24 B BIS con carrera  69 A, sentido oriente-occidente. Se asigna unidad de👮🏻 @TransitoBta. 🚑 y 🚒 @BomberosBogota.	1
La calidad nunca es un accidente, siempre es resultado de un esfuerzo de la inteligencia (John Ruskiin) #Fórmate #SiempreAprende #InvierteEnTi #Taller de metodología de enseñanza de danza para niños. Información en 3005557634. Promoción en parejas. #Comparte #Bogotá	0
TetasVinoNavidadHijueputaEso de entender de primerazo no es lo mío.	0
Accidente en Autopista Sur &gt; Oriente #traficobogota. Tráfico moviéndose 49m más lento de lo normal. https://t.co/moHLMdsqt5 https://t.co/S42slZqIG9	1
Duro choque de Corte y Minjusticia por extradición de Andrés Felipe Arias https://t.co/BUEYlrULKD #OigoLAFm #MePasoALaFM https://t.co/7091X8vs6I	0
Incidente vial  se presenta caída de motociclista  🏍‍  en la NQS con calle 66, sentido norte - sur.Unidad de 👮 @TransitoBta asignada. 🚑 en el punto	1
@GalanDeVereda ¿¡Este marica cree que la gente lee semejante descripción!?	0
Incidente vial entre dos particulares 🚘🚙‍ en la carrera 55 A con calle 115, en la intersecciónUnidad de 👮 TransitoBta asignada	1
5 días de diciembre... 5 días de mierda 💩	0
Incidente vial entre dos particulares 🚘 y un taxi 🚖 en la carrera  9 con calle 86, sentido sur - norte.Unidad de 👮 @TransitoBta asignada.	1
@Citytv Esta es como tarde y más el cobro exagerado pasajes a 20 mil después de las 7 de la noche un día antes del accidente como abusivos con ese cobro	0
@IvanDuque Y uno va a ver y las cifras que dan ustedes sobre el micro tráfico son de 12.000 billones anuales, con el decreto de dosis mínima ya triplicaron dichas cifras, sea sincero ya saben de donde sacar esa platica, que la tengan en sus bolsillos es otra cosa. Creadores de humo.	0
Accidente en la #circunvalar altura calle 51... @elespectador @NoticiasCaracol @WRadioColombia https://t.co/bfImqJFDi3	1
⚠ Se presenta volqueta y camión  varados en la Av. Caracas con  calle 55 sur y calle 51 sur respectivamente, sentido sur - norte.Se gestiona unidad de 👮 @TransitoBta y asistencia.	0
💥  Incidente vial entre particular 🚘 y taxi 🚖en la calle 1 con carrera 27.Unidad de 👮 @TransitoBta asignada.	1
@AerocivilCol en vuelo 8521 de #Avianca Bquilla- Bogotá nos desviaron a Cali, según dijeron, por tráfico. Ahora nos dicen que por mal tiempo y encima que el avión tiene una falla técnica. Nos hicieron bajar. A qué tenemos derecho? https://t.co/pXR4ax9J1j	0
Incidente vial caída de motociclista 🏍 en la carrera Autonorte  con calle  170, sentido norte - sur.Unidad de 👮 TransitoBta asignada.	1
Me declaro adicto a la ropa de @modakoaj https://t.co/2fswsDmert	0
Reportando #DesdeElBalcón: choque en calle 76 con 7 Que ocupa los dos carriles. Favor #Socializar @SectorMovilidad	1
📢#Atención: se registra siniestro vial entre un vehículo particular y un peatón en la carrera 71 con calle 76 sur.Unidades de 👮🏻‍♀️@TransitoBta y criminalista asignadas.	1
Siempreeeeee !!! Parcera querida !!! No como los de al frente que nos ningunean y nos envían a la tribuna los hdp !!!	0
@manolitosalazar @TransMilenio Recuerde que Peñalosa también prorrogó los contratos	0
Este fue el #accidente en la Autopista... https://t.co/Jh9hgClfZk	1
@argiro1961 Las huelgas que hacen también se las pagan	0
Incidente vial  caída de motociclista  ‍🏍  en la carrera  18  con calle 69 sur, sentido sur - norte.Unidad de 👮@TransitoBta y 🚑 asignadas.	1
reportan congestión en el sector de la calle 26 desde la carrera de carrera 91 carrera 91 hasta la carrera 69 sentido occidente Oriente	0
RT @marchenojob: Atentos, primeras versiones de accidente en Kilómetro 7 vía Monteria-Arboletes, dónde resultaron varios menores heridos ha…	1
Incidente vial entre particular  🚘 y un taxi  🚖‍ en la calle 98   con carrera 11 B, Unidad de 👮 TransitoBta asignada.	1
Incidente vial entre dos motocicletas  ‍🏍  en la carrera 16 con calle 57. Unidad de 👮@TransitoBta y 🚑 asignadas.	1
Incidente vial caída de motociclista 🏍‍ en la Av. Américas  con calle 39, sentido occidente - oriente.Unidad de 👮 @TransitoBta asignada.	1
⚠ Se presenta vehículo particular   🚗 varado en la Av. Circunvalar con calle 56, sentido sur - norte.Se gestiona unidad de 👮 @TransitoBta y asistencia.	0
Informan boyacá por 127 accidente de tránsito con lesionado gran trancón se necesita tránsito @TransitoPolicia  @SectorMovilidad @BogotaTransito	1
Incidente vial entre particular  🚘 y un motociclista  🏍‍ en la calle 66  con carrera 59,Unidad de 👮 @TransitoBta asignada	1
📢#AEstaHora marcha contra el feminicidio avanza por la carrera 7 con calle 47, hacia el norte, donde realizan plantón.Recomendamos tomar vías alternas. https://t.co/qrSI5JI46j	0
"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""@natiibedoya No no no... Qué no lo extraditen, hay usos más prácticos y propios de las fechas, digamos, usarlo de """"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""año viejo"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""	0
La labor social es una moneda que tiene valor en cualquier escenario y su paridad es internacional e intercultural. No se deprecia y ningun choque adverso la devalúa. https://t.co/YlyFP2MFih	0
Incidente vial entre  bus 🚍‍ y ciclista 🚴‍ en la Av Villavicencio con carrera 80 D, sentido oriente-occidente.Unidad de 👮 @TransitoBta asignada.	1
Murió un buzo al intentar recuperar cuerpos de accidente aéreo en Indonesia https://t.co/rjIATI5C6y  #MePasoALaFM	0
Con una hermosa mañana❤�🛫les deseamos una excelente semana para todos!! @AviancaCréditos: @ale_altuzarra 😎😍✈#photooftheday #pasion #aviation #aviacao #lifestyle #plane #flight #pilot #spotting #skbo #bogota #colombia #airlines #airport #like4like #follow #followme #share https://t.co/CP4L3FdNuF	0
⚠ Se presenta bus varado en la Calle 100 con carrera 67, sentido ori - occ.Se gestiona unidad de 👮 @TransitoBta y asistencia.	0
RT @la_iguanatv: Luto en el deporte: Fallecen en accidente de tránsito los peloteros Luis Valbuena y José Castillo #LaIguanaTV #CardenalesD…	0
@jfm_00 Qué va que lok jajaja	0
¿Porque en Valledupar los agentes de tránsito se han vuelto intransigentes e irrespetuosos, abusando de su autoridad y atropellando a la ciudadanía? Hacen operativos únicamente para motos, cuando deben ser para toda clase de vehículos. @PoliciaDeCesar @TransitoPolicia	0
💥 vehículo particular 🚘 choca contra objeto fijo (poste) en la carrera 41 con calle  4F, sentido norte - sur. Se asigna unidad de👮🏻 @TransitoBta. 🚑 y 🚒 @BomberosBogota.	1
RT @Coviandes: 23/10/18 - 21:03 h: se restablece la movilidad en el kilómetro 59+000 luego de culminar la atención del accidente de tránsit…	1
📢#Atención: Las marchas que venían por la Calle 80 y Av. Caracas se unen en Héroes. El recorrido continuará por Autonorte hasta la Calle 100, de allí al oriente, y por la Carrera 15 al norte hasta la Calle 106. Se esperan bloqueos en estas vías en las próximas horas	0
Grave accidente de bus entre los municipios de Buga y Yotoco deja muertos y heridos.. toda la información en @Canal1Colombia #NoticiasUnoMediodia	1
Tres heridos deja accidente de tránsito en Tunja. Los lesinados fueron trasladados a la Clínica Los Andes y el Hospital San Rafael. Sobre las 8:45 se presentó el accidente de tránsito en la vía que comunica a Tunja con Paipa, Duitama y Sogamoso.  Video La W. https://t.co/qu19dMwlIX	1
Invito a que nunca mas escuchemos wradio, es terrible como le jodieron la vida a la familia Pizano, que en paz descansen padre e hijo. #NoMasWRadio	0
⚠ Se presenta camión varado en la calle 19 con  carrera 30, sentido occidente - oriente.Se gestiona unidad de 👮 @TransitoBta y asistencia.	0
RT @Citytv: #CityNoticias Otro accidente registrado hoy en la localidad de Bosa, donde se vio involucrado un SITP, pone en duda nuevamente…	1
@lizardo_jesus BUENO, S ALENTADOR Q C ESTEN DANDO CTA X QUIÉN YPARA QUÉVOTARON, SIN EMBARGO AUNTIENEN TIEMPO DMORIR OVIVIR, Y LALECCIÓN HASIDOMUY DURA PARA ELLOSQ APOYARON A ESTOS DELINCUENTES, YAÚN FALTA+. OJALA TOMEN CONSCIENCIA D Q N LAUNIÓN STA LAFUERZA, Y QREALMENTE SI C MERECEN1VIDA DIGNA	0
Incendiaron camión en medio de choque entre indígenas y Policía en Cauca https://t.co/alTqTWjac5 https://t.co/OSFCqhwDZz	0
@Citytv Con ese trafico de mierda. Una gran estupidez!	0
Con la mamá (@ Salsamentaria el Bohemio in Bogotá, Distrito Capital) https://t.co/117RSQD4bK	0
18:34 informaban de accidente de tránsito con lesionados calle 153 con carrera 54 solicitaban ambulancia	1
💥  Incidente vial entre particular 🚘 y moto 🏍 en la Av. Boyacá con calle 145, sentido norte - sur.Unidad de 👮 @TransitoBta asignada.	1
@CodensaEnergia Falla eléctrica en el sector de suba afecta la avenida Ciudad de Cali entre las intersecciones graves de trancones calle 127 carrera 91 y Avenida Cali con 91	0
@victorhugopenag Este fue el muchacho estadounidense de aquel grave accidente? Es un berraco.	0
@SectorMovilidad @Bocarejo_JP @ALCALDIASUBA11 @Suba_ET @idubogota @CanalCapital @UMVbogota @Bogota @TransMilenio Una gestión bastante mediocre, no se toman soluciones concretas para mejorar movilidad, solo buscan que los agente de transito sean chepitos y se la pasen cobrando comparendos a diestra y siniestra, que mediocridad señores.	0
⚠ Se presenta tractocamion 🚛 varado en la calle 13 con Av Boyaca, sentido Or-OccSe gestiona unidad de 👮 @TransitoBta y asistencia.	0
Volcamiento de camion en la oreja de la avenida Cali a coger la Calle 13 hay tremendo trancón se necesita tránsito	1
Incidente vial entre particular 🚘 y bus 🚌‍ en la carrera  47 con calle 100, sentido sur - norte.Unidad de 👮 TransitoBta asignada.	1
📢#Atención: a esta hora @TransitoBta efectúa el cierre de la intersección de la Av. Boyacá con calle 127 para realizar maniobras de grúa y asegurar camión vinculado a incidente vial en horas de la mañana. https://t.co/il5Uj4aQqG	1
Carrera 24 Calle 72 choque simple entre taxi y moto creando trancón se necesita tránsito	1
Incidente vial caída de motociclista  🏍 en la carrera  3 con Av. Primera de Mayo, sentido sur - norte.Unidad de 👮 @TransitoBta asignada.	1
Fatal accidente entre motociclista y una recua de caballos en Rionegro https://t.co/0NMdn8vhrn vía @elcolombiano	1
Llegamos al @Bogotech 40, primera comunidad de emprendedores basados en Tecnología de #Latinoamérica 10 años ininterrumpidos con #networking del + alto nivel presentando a @MercadoLibre @RappiColombia @Tappsi @Lentesplus @UBits @Investopi y +240. patrocinio de @hubBOG  y @puntoCO https://t.co/CZTBRre7Tn	0
RT @bomberopitalito: Atención de accidente de tránsito en el corregimiento de Regueros vía Guacacallo. https://t.co/49zrdsKJt0	1
⚠ Se presenta vehículo particular varado 🚗, en la Carrera 3 con calle 57, sentido norte-sur.Se gestiona unidad de 👮 @TransitoBta y asistencia.	0
💥 particular 🚘 choca contra vivienda 🏠 en la carrera 30 con calle 1, sentido norte - sur. Se asigna unidad de👮🏻 @TransitoBta. 🚑 y 🚒 @BomberosBogota.	1
RT @LlanoSieteDias: Seis muertos y 15 heridos en grave accidente de tránsito en el Valle del Cauca https://t.co/WeHAMIVCD6	1
⚠ Se presenta Furgón varado en la Autopista Norte con Calle 223, sentido sur-norte.Se gestiona unidad de 👮 @TransitoBta y asistencia.	0
💥  Incidente vial entre un bus 🚌 y un motociclista 🏍 en la calle 26 con carrera 32A, sentido oriente - occidente.Unidad de 👮TransitoBta y 🚑 asignadas.	1
@soynimbus A mí me trae vinagre, como a los machos de pelo en pecho.	0
Sin agarradita de nalgas no hay relación que dure.	0
📢#Atención: estudiantes de la @UNColombia realizan plantón en la calle 34 con carrera 28, hacia el oriente. Por otro lado, @fecode y @cutcolombia avanzan por la calle 19 con carrera 10 hacia el oriente.	0
@SectorMovilidad por favor 🙏🏼 mejorar tráfico!!!	0
Los que van por la Boyacá hacia el norte  traten de cambiar de ruta o si estan esperando bus, mejor caminen, hubo un accidente con un sitp y un ciclista en donde parece que el segundo murió, ya que estan los de criminalística. 😥😔	1
Incidente vial entre particular 🚘 y taxi 🚖 en la calle 23 G con carrera 100, sentido occidente - oriente.Unidad de 👮TransitoBta y 🚑 asignadas.	1
RT @BluMedellin: A esta hora hay paso restringido en la autopista Medellín - Bogotá por un accidente de tránsito a la altura del municipio…	1
Ushh no lo hagas!!	0
RT @PoliciaColombia: Tenga cuidado si lleva sus audífonos a alto volumen, podría sufrir un accidente ¡Valore su vida! #FinDeAñoSeguro https…	0
Incidente vial caída de motociclista ‍🏍  en la carrera  80 con calle 114, sentido oriente  - occidente. Unidad de 👮TransitoBta y 🚑 asignadas.	1
⚠ Se presenta particular 🚗 varado en la calle 26 con carrera 38, sentido occidente - oriente.Se gestiona unidad de 👮 @TransitoBta y asistencia.	0
Les presento a la única no venezolana, a esta hora, en la peluquería https://t.co/4eEwsu3ilx	0
CORREDORES CONGESTIONADOSla autopista Sur desde la avenida Boyacá a la calle 59 Sur en sentido Bogotá Soachala avenida NQS desde la calle 63 a la calle 45 al sur	0
Una joven muerta es el trágico saldo de grave accidente de taxis en Bogotá [FOTO+18] https://t.co/us6bzB6XXp	1
#ACTUALIZACIÓN: Al menos 15 personas heridas tras fuerte accidente de tránsito en vía Bogotá-Villeta https://t.co/6oTc0RUBUU https://t.co/ij1jMQV2kf	1
Por la carrera 98 con calle 19 reportan lesiones en una persona, una motocicleta atropella a un ciclista	1
💥  Incidente vial entre 2 particulares 🚘 en la Autonorte con calle 100, sentido norte - sur.Unidad de 👮 @TransitoBta asignada.	1
💥  Incidente vial entre  particular 🚘 y motociclista 🏍 en la calle 72 con carrera 53, sentido oriente-occidente.Unidad de 👮 @TransitoBta asignada.	1
RT @RedapBogota: @TransitoPolicia @SectorMovilidad @TransitoBta Informar choque fuerte al parecer sin heridos calle 127 carrera 11 de occid…	1
📢#Atención: se reporta emergencia en el Cerro de Monserrate. Se asigna unidad de 👮🏻‍♀️@TransitoBta para regular el paso vehicular en la Av. Circunvalar con calle 20, debido a llegada masiva de los vehículos de emergencia al lugar.	0
💥  Incidente vial entre particular 🚘 y taxi 🚖 en la Av. Dorado con carrera 73, sentido occidente - oriente.Unidad de 👮 @TransitoBta asignada.	1
Accidente en Autopista Sur &gt; Occidente #traficobogota. Tráfico moviéndose 51m más lento de lo normal. https://t.co/u4mP35twb3 https://t.co/yBaxgyprfb	1
"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""Qué estás pensando? ¿Cómo te sientes? ¿Qué nos hemos hecho el uno al otro?"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""	0
¡FUERZA!🙏Grace accidente en el GP de Macao de la F3...🏎🏁🚑https://t.co/ZZHej4OF2z	0
Con el programa Pequeñas Obras realizamos intervenciones rápidas orientadas a la prevención, mitigación de siniestralidad vial y reducción de víctimas por siniestros en el tránsito en Norte de Santander #CúcutaConstruye #ConstruyendoPaís https://t.co/jeVkIrpD0O	0
Un aplauso para @Citytv transmitieron primero lo bueno de la #MarchaPorLaEducación y por ultimo hablaron del incidente con la periodista, pero lo ocurrido con @rcnradio fue primicia y le dieron bombo y lloraron a mas no poder. GRANDE CITY TV	0
Avenida Caracas Sur Norte con Avenida Primero de Mayo// colisión/ afectación movilidad	1
Participando en la XIX Jornadas de Derecho Constitucional organizado por @UExternado https://t.co/6bgYyea97h	0
Incidente vial entre  motociclista 🏍‍ y ciclista 🚴‍ en la Av Boyacá con calle 116, sentido norte-sur.Unidad de 👮 @TransitoBta asignada	1
congestión en la avenida Las Américas al Oriente desde puente Aranda hasta la avenida la esperanza	0
Accidente en Autopista Sur &gt; Occidente #traficobogota. Tráfico moviéndose 20m más lento de lo normal. https://t.co/TeLa6ORZtS https://t.co/68GLuYJaBs	1
Incidente vial entre taxi 🚖 y un peatón🚶🏽en la calle 68 con carrera  1, sentido oriente - occidente. Unidad de 👮TransitoBta y 🚑 asignadas.	1
#JusticiayPaz JEP debe decidir futuro de alias ‘El paisa’, ex integrante de las Farc.  Enfrenta incidente de incumplimiento. Informe de @MariGomezGirald presenta @mbechandia en #FueraDelEstudio https://t.co/Wf6d8iVVzC	0
Incidente vial entre particular 🚘 y motocicleta 🏍‍ en la Autosur con carrera 68a, sentido norte - sur.Unidad de 👮 @TransitoBta asignada.	1
Hay un accidente en la 45 con Caracas y un bus varado en la 7ma con 43. Llegar a la Javeriana está una odisea hoy.	1
@juanferquinte10 Juan pésima decisión si se marcha para China, todavía esta muy joven para partir a esa Liga, puede quedarse en River o emigrar a Europa con un excelente contrato, igual manera la Liga China es solo para jugadores que están terminado sus carreras	0
Y vino el monstruo genocida de Uribe y su caterva de tarados fanáticos a destruir todo eso por tapar unos crímenes de lesa humanidad que le destruirían su mito y le mostrarían al mundo y al país lo que sucedió aquí. Destruyeron el anhelo de paz de un país.	0
Se presenta caída de motociclista ‍🏍  en la Carrera 3 Este con Calle 7, intersección. Unidad de 👮@TransitoBta y 🚑 asignadas.	1
💥  Incidente vial entre particular 🚘 y tractocamión en la Av. Villavicencio con carrera 81G, sentido sur - norte.Unidad de 👮 @TransitoBta asignada.	1
Fue un accidente, como todo en mi vida xd	0
⚠ Se presenta tractocamion varado en la carrera  100 con  calle 25, sentido norte - sur.Se gestiona unidad de 👮 @TransitoBta y asistencia.	0
@danielbernalb @rcnradio @amparopelaez @TransMilenio Un placer acompañarte Daniel!	0
